I [../src/deptran/s_main.cc:136] 2023-07-20 15:53:05.819 | PWD : 
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.049 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.049 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.050 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.051 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.051 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.051 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.049 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.051 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.051 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.048 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.052 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.052 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.053 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.052 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.052 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.056 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.054 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.054 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.055 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.055 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.057 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.058 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.060 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.062 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.060 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.063 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.063 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.063 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.063 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.063 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.064 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.061 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.064 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.065 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.065 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.059 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.065 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.067 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.066 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.068 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.068 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.068 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.068 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.068 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.069 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.069 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.070 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.070 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.070 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.069 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.070 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.071 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.071 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.069 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.071 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.071 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.071 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.072 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.072 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.069 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.072 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.072 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.072 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.074 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.074 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.075 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.075 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.073 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.074 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.075 | 1) the client proc id is: 2204130



I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.076 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.075 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.075 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.076 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.076 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.076 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.077 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.077 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.077 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.076 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.079 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.078 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.079 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.079 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.078 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.081 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.081 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.081 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.078 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.081 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.080 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.081 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.082 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.082 | 1) the client proc id is: 2204130
